subject,graph,method,n_channels,accuracy
4,1,1,11,0.5083333333333333
4,1,1,12,0.5000000000000001
4,1,1,13,0.575
4,1,1,14,0.5916666666666666
4,1,1,16,0.55
4,1,1,18,0.6583333333333334
4,1,1,20,0.6583333333333334
4,1,1,22,0.7000000000000001
4,1,1,29,0.6583333333333333
4,1,1,30,0.6583333333333333
4,1,2,3,0.5583333333333333
4,1,2,6,0.5166666666666667
4,1,2,9,0.5833333333333333
4,1,2,12,0.65
4,1,2,15,0.6583333333333333
4,1,2,18,0.6916666666666667
4,1,2,21,0.6500000000000001
4,1,2,24,0.6833333333333333
4,1,2,27,0.6583333333333333
4,1,2,30,0.6583333333333333
4,1,2,30,0.6583333333333333
4,1,3,3,0.475
4,1,3,6,0.475
4,1,3,9,0.5416666666666667
4,1,3,12,0.5999999999999999
4,1,3,15,0.6416666666666667
4,1,3,18,0.675
4,1,3,21,0.675
4,1,3,24,0.6916666666666667
4,1,3,27,0.6583333333333333
4,1,3,30,0.6583333333333333
4,1,3,30,0.6583333333333333
5,1,1,3,0.5666666666666667
5,1,1,4,0.5083333333333334
5,1,1,5,0.55
5,1,1,7,0.6583333333333333
5,1,1,8,0.625
5,1,1,9,0.5916666666666667
5,1,1,11,0.6499999999999999
5,1,1,12,0.6583333333333333
5,1,1,13,0.625
5,1,1,14,0.6333333333333333
5,1,1,16,0.5833333333333334
5,1,1,18,0.5916666666666667
5,1,1,20,0.575
5,1,1,22,0.55
5,1,1,29,0.5583333333333333
5,1,1,30,0.5583333333333333
5,1,2,3,0.31666666666666665
5,1,2,6,0.38333333333333336
5,1,2,9,0.4083333333333334
5,1,2,12,0.5333333333333334
5,1,2,15,0.5583333333333333
5,1,2,18,0.575
5,1,2,21,0.6499999999999999
5,1,2,24,0.6083333333333333
5,1,2,27,0.5666666666666667
5,1,2,30,0.5583333333333333
5,1,2,30,0.5583333333333333
5,1,3,3,0.45
5,1,3,6,0.575
5,1,3,9,0.4833333333333334
5,1,3,12,0.6333333333333334
5,1,3,15,0.5416666666666667
5,1,3,18,0.6083333333333334
5,1,3,21,0.5666666666666667
5,1,3,24,0.5499999999999999
5,1,3,27,0.55
5,1,3,30,0.5583333333333333
5,1,3,30,0.5583333333333333
6,1,1,3,0.6083333333333333
6,1,1,4,0.5916666666666666
6,1,1,5,0.675
6,1,1,7,0.6083333333333334
6,1,1,8,0.6083333333333334
6,1,1,9,0.5833333333333334
6,1,1,11,0.65
6,1,1,12,0.5833333333333334
6,1,1,13,0.5916666666666668
6,1,1,14,0.6083333333333333
6,1,1,16,0.5583333333333333
6,1,1,18,0.5166666666666667
6,1,1,20,0.525
6,1,1,22,0.5416666666666666
6,1,1,29,0.5083333333333334
6,1,1,30,0.5083333333333334
6,1,2,3,0.4333333333333333
6,1,2,6,0.4416666666666667
6,1,2,9,0.475
6,1,2,12,0.5333333333333333
6,1,2,15,0.5666666666666667
6,1,2,18,0.5083333333333333
6,1,2,21,0.5
6,1,2,24,0.5416666666666667
6,1,2,27,0.525
6,1,2,30,0.5083333333333334
6,1,2,30,0.5083333333333334
6,1,3,3,0.425
6,1,3,6,0.5250000000000001
6,1,3,9,0.5000000000000001
6,1,3,12,0.5583333333333333
6,1,3,15,0.5
6,1,3,18,0.4666666666666667
6,1,3,21,0.5333333333333334
6,1,3,24,0.4666666666666667
6,1,3,27,0.5083333333333333
6,1,3,30,0.5083333333333334
6,1,3,30,0.5083333333333334
7,1,1,3,0.5833333333333333
7,1,1,4,0.5583333333333332
7,1,1,5,0.5999999999999999
7,1,1,7,0.6416666666666667
7,1,1,8,0.6083333333333334
7,1,1,9,0.675
7,1,1,11,0.6083333333333333
7,1,1,12,0.6416666666666666
7,1,1,13,0.5999999999999999
7,1,1,14,0.575
7,1,1,16,0.575
7,1,1,18,0.6
7,1,1,20,0.5583333333333333
7,1,1,22,0.5750000000000001
7,1,1,29,0.5166666666666667
7,1,1,30,0.5166666666666667
7,1,2,3,0.45833333333333337
7,1,2,6,0.475
7,1,2,9,0.5666666666666667
7,1,2,12,0.6
7,1,2,15,0.5583333333333333
7,1,2,18,0.5416666666666666
7,1,2,21,0.5249999999999999
7,1,2,24,0.5250000000000001
7,1,2,27,0.5166666666666667
7,1,2,30,0.5166666666666667
7,1,2,30,0.5166666666666667
7,1,3,3,0.4833333333333333
7,1,3,6,0.6166666666666666
7,1,3,9,0.5666666666666667
7,1,3,12,0.6166666666666667
7,1,3,15,0.525
7,1,3,18,0.55
7,1,3,21,0.5166666666666667
7,1,3,24,0.5250000000000001
7,1,3,27,0.5166666666666667
7,1,3,30,0.5166666666666667
7,1,3,30,0.5166666666666667
8,1,1,3,0.5083333333333334
8,1,1,4,0.5000000000000001
8,1,1,5,0.5166666666666667
8,1,1,7,0.5333333333333334
8,1,1,8,0.575
8,1,1,9,0.5333333333333333
8,1,1,11,0.5583333333333333
8,1,1,12,0.6333333333333333
8,1,1,13,0.7416666666666666
8,1,1,14,0.725
8,1,1,16,0.7333333333333333
8,1,1,18,0.7666666666666666
8,1,1,20,0.775
8,1,1,22,0.7583333333333334
8,1,1,29,0.7916666666666666
8,1,1,30,0.7916666666666666
8,1,2,3,0.4333333333333334
8,1,2,6,0.55
8,1,2,9,0.5166666666666666
8,1,2,12,0.6916666666666667
8,1,2,15,0.7333333333333333
8,1,2,18,0.7416666666666666
8,1,2,21,0.7583333333333332
8,1,2,24,0.7916666666666666
8,1,2,27,0.7749999999999999
8,1,2,30,0.7916666666666666
8,1,2,30,0.7916666666666666
8,1,3,3,0.475
8,1,3,6,0.5166666666666666
8,1,3,9,0.5666666666666667
8,1,3,12,0.6166666666666667
8,1,3,15,0.6166666666666666
8,1,3,18,0.6416666666666667
8,1,3,21,0.6916666666666667
8,1,3,24,0.7916666666666666
8,1,3,27,0.7666666666666666
8,1,3,30,0.7916666666666666
8,1,3,30,0.7916666666666666
9,1,1,3,0.7333333333333333
9,1,1,4,0.7666666666666666
9,1,1,5,0.725
9,1,1,7,0.7916666666666667
9,1,1,8,0.8166666666666667
9,1,1,9,0.7833333333333334
9,1,1,11,0.7
9,1,1,12,0.7083333333333333
9,1,1,13,0.675
9,1,1,14,0.7333333333333334
9,1,1,16,0.7833333333333334
9,1,1,18,0.8
9,1,1,20,0.7500000000000001
9,1,1,22,0.775
9,1,1,29,0.8166666666666667
9,1,1,30,0.8166666666666667
9,1,2,3,0.5833333333333334
9,1,2,6,0.7
9,1,2,9,0.6916666666666667
9,1,2,12,0.7666666666666667
9,1,2,15,0.7833333333333332
9,1,2,18,0.7916666666666667
9,1,2,21,0.825
9,1,2,24,0.7833333333333332
9,1,2,27,0.8166666666666667
9,1,2,30,0.8166666666666667
9,1,2,30,0.8166666666666667
9,1,3,3,0.475
9,1,3,6,0.7166666666666667
9,1,3,9,0.65
9,1,3,12,0.7749999999999999
9,1,3,15,0.75
9,1,3,18,0.775
9,1,3,21,0.775
9,1,3,24,0.75
9,1,3,27,0.8166666666666667
9,1,3,30,0.8166666666666667
9,1,3,30,0.8166666666666667
10,1,1,3,0.5
10,1,1,4,0.475
10,1,1,5,0.4833333333333333
10,1,1,7,0.4583333333333333
10,1,1,8,0.4916666666666667
10,1,1,9,0.5000000000000001
10,1,1,11,0.5833333333333333
10,1,1,12,0.5583333333333333
10,1,1,13,0.55
10,1,1,14,0.4999999999999999
10,1,1,16,0.475
10,1,1,18,0.5416666666666667
10,1,1,20,0.625
10,1,1,22,0.6083333333333334
10,1,1,29,0.5916666666666667
10,1,1,30,0.5916666666666667
10,1,2,3,0.29166666666666663
10,1,2,6,0.4083333333333334
10,1,2,9,0.45
10,1,2,12,0.575
10,1,2,15,0.5833333333333334
10,1,2,18,0.6583333333333333
10,1,2,21,0.675
10,1,2,24,0.6583333333333334
10,1,2,27,0.5916666666666667
10,1,2,30,0.5916666666666667
10,1,2,30,0.5916666666666667
10,1,3,3,0.36666666666666664
10,1,3,6,0.5333333333333333
10,1,3,9,0.5833333333333333
10,1,3,12,0.6083333333333334
10,1,3,15,0.5666666666666667
10,1,3,18,0.5666666666666667
10,1,3,21,0.5916666666666666
10,1,3,24,0.5833333333333333
10,1,3,27,0.5833333333333334
10,1,3,30,0.5916666666666667
10,1,3,30,0.5916666666666667
11,1,1,3,0.55
11,1,1,4,0.4916666666666668
11,1,1,5,0.4583333333333333
11,1,1,7,0.5166666666666667
11,1,1,8,0.4916666666666667
11,1,1,9,0.5
11,1,1,11,0.6000000000000001
11,1,1,12,0.6083333333333332
11,1,1,13,0.6
11,1,1,14,0.6000000000000001
11,1,1,16,0.6249999999999999
11,1,1,18,0.6416666666666667
11,1,1,20,0.5666666666666667
11,1,1,22,0.6
11,1,1,29,0.6
11,1,1,30,0.6
11,1,2,3,0.6083333333333333
11,1,2,6,0.55
11,1,2,9,0.5583333333333333
11,1,2,12,0.6249999999999999
11,1,2,15,0.6166666666666667
11,1,2,18,0.5916666666666666
11,1,2,21,0.65
11,1,2,24,0.6416666666666666
11,1,2,27,0.625
11,1,2,30,0.6
11,1,2,30,0.6
11,1,3,3,0.525
11,1,3,6,0.5333333333333333
11,1,3,9,0.5583333333333333
11,1,3,12,0.7
11,1,3,15,0.5333333333333334
11,1,3,18,0.6416666666666667
11,1,3,21,0.675
11,1,3,24,0.5916666666666666
11,1,3,27,0.5916666666666667
11,1,3,30,0.6
11,1,3,30,0.6
12,1,1,3,0.4333333333333333
12,1,1,4,0.4
12,1,1,5,0.4
12,1,1,7,0.33333333333333337
12,1,1,8,0.35
12,1,1,9,0.375
12,1,1,11,0.4166666666666667
12,1,1,12,0.4166666666666667
12,1,1,13,0.38333333333333336
12,1,1,14,0.3666666666666667
12,1,1,16,0.4000000000000001
12,1,1,18,0.38333333333333336
12,1,1,20,0.375
12,1,1,22,0.4
12,1,1,29,0.45
12,1,1,30,0.45
12,1,2,3,0.41666666666666663
12,1,2,6,0.4083333333333334
12,1,2,9,0.5083333333333333
12,1,2,12,0.525
12,1,2,15,0.4416666666666666
12,1,2,18,0.4916666666666667
12,1,2,21,0.4166666666666667
12,1,2,24,0.45833333333333337
12,1,2,27,0.45
12,1,2,30,0.45
12,1,2,30,0.45
12,1,3,3,0.35
12,1,3,6,0.4166666666666667
12,1,3,9,0.4333333333333334
12,1,3,12,0.425
12,1,3,15,0.4583333333333333
12,1,3,18,0.425
12,1,3,21,0.4666666666666667
12,1,3,24,0.425
12,1,3,27,0.45
12,1,3,30,0.45
12,1,3,30,0.45
13,1,1,3,0.6416666666666667
13,1,1,4,0.6666666666666666
13,1,1,5,0.675
13,1,1,7,0.6083333333333334
13,1,1,8,0.6250000000000001
13,1,1,9,0.6416666666666667
13,1,1,11,0.6166666666666667
13,1,1,12,0.6083333333333332
13,1,1,13,0.6166666666666667
13,1,1,14,0.65
13,1,1,16,0.6416666666666666
13,1,1,18,0.6333333333333334
13,1,1,20,0.65
13,1,1,22,0.6583333333333333
13,1,1,29,0.6333333333333332
13,1,1,30,0.6333333333333332
13,1,2,3,0.6416666666666666
13,1,2,6,0.675
13,1,2,9,0.6
13,1,2,12,0.6416666666666667
13,1,2,15,0.6166666666666667
13,1,2,18,0.6333333333333333
13,1,2,21,0.65
13,1,2,24,0.6583333333333333
13,1,2,27,0.6249999999999999
13,1,2,30,0.6333333333333332
13,1,2,30,0.6333333333333332
13,1,3,3,0.675
13,1,3,6,0.7583333333333334
13,1,3,9,0.725
13,1,3,12,0.7
13,1,3,15,0.6833333333333333
13,1,3,18,0.6166666666666668
13,1,3,21,0.6916666666666667
13,1,3,24,0.6416666666666668
13,1,3,27,0.65
13,1,3,30,0.6333333333333332
13,1,3,30,0.6333333333333332
14,1,1,3,0.4416666666666666
14,1,1,4,0.4666666666666667
14,1,1,5,0.425
14,1,1,7,0.4416666666666667
14,1,1,8,0.425
14,1,1,9,0.38333333333333336
14,1,1,11,0.37499999999999994
14,1,1,12,0.3833333333333333
14,1,1,13,0.3583333333333333
14,1,1,14,0.3416666666666666
14,1,1,16,0.45
14,1,1,18,0.4166666666666667
14,1,1,20,0.4166666666666667
14,1,1,22,0.425
14,1,1,29,0.475
14,1,1,30,0.475
14,1,2,3,0.4333333333333333
14,1,2,6,0.4583333333333333
14,1,2,9,0.4166666666666667
14,1,2,12,0.4333333333333333
14,1,2,15,0.475
14,1,2,18,0.45
14,1,2,21,0.4
14,1,2,24,0.4
14,1,2,27,0.4916666666666667
14,1,2,30,0.475
14,1,2,30,0.475
14,1,3,3,0.4833333333333333
14,1,3,6,0.425
14,1,3,9,0.45
14,1,3,12,0.475
14,1,3,15,0.4083333333333333
14,1,3,18,0.425
14,1,3,21,0.39166666666666666
14,1,3,24,0.4666666666666667
14,1,3,27,0.4583333333333333
14,1,3,30,0.475
14,1,3,30,0.475
15,1,1,3,0.29999999999999993
15,1,1,4,0.3666666666666667
15,1,1,5,0.3666666666666667
15,1,1,7,0.4166666666666667
15,1,1,8,0.6666666666666667
15,1,1,9,0.675
15,1,1,11,0.6333333333333333
15,1,1,12,0.6833333333333333
15,1,1,13,0.6416666666666666
15,1,1,14,0.6833333333333333
15,1,1,16,0.7
15,1,1,18,0.6583333333333334
15,1,1,20,0.65
15,1,1,22,0.675
15,1,1,29,0.6666666666666667
15,1,1,30,0.6666666666666667
15,1,2,3,0.4833333333333334
15,1,2,6,0.4833333333333333
15,1,2,9,0.4916666666666666
15,1,2,12,0.6083333333333333
15,1,2,15,0.6666666666666667
15,1,2,18,0.6333333333333333
15,1,2,21,0.65
15,1,2,24,0.625
15,1,2,27,0.6666666666666667
15,1,2,30,0.6666666666666667
15,1,2,30,0.6666666666666667
15,1,3,3,0.4333333333333333
15,1,3,6,0.6333333333333334
15,1,3,9,0.6583333333333334
15,1,3,12,0.65
15,1,3,15,0.65
15,1,3,18,0.6833333333333333
15,1,3,21,0.65
15,1,3,24,0.7
15,1,3,27,0.6666666666666667
15,1,3,30,0.6666666666666667
15,1,3,30,0.6666666666666667
16,1,1,3,0.5416666666666666
16,1,1,4,0.5499999999999999
16,1,1,5,0.55
16,1,1,7,0.7499999999999999
16,1,1,8,0.7666666666666667
16,1,1,9,0.7916666666666667
16,1,1,11,0.7749999999999999
16,1,1,12,0.7833333333333334
16,1,1,13,0.7916666666666667
16,1,1,14,0.8083333333333333
16,1,1,16,0.7416666666666668
16,1,1,18,0.7916666666666667
16,1,1,20,0.9166666666666666
16,1,1,22,0.8333333333333334
16,1,1,29,0.925
16,1,1,30,0.925
16,1,2,3,0.5083333333333334
16,1,2,6,0.4833333333333334
16,1,2,9,0.6583333333333333
16,1,2,12,0.6416666666666667
16,1,2,15,0.6666666666666667
16,1,2,18,0.8333333333333334
16,1,2,21,0.9333333333333332
16,1,2,24,0.9499999999999998
16,1,2,27,0.925
16,1,2,30,0.925
16,1,2,30,0.925
16,1,3,3,0.5916666666666668
16,1,3,6,0.6333333333333333
16,1,3,9,0.6416666666666666
16,1,3,12,0.6416666666666666
16,1,3,15,0.6916666666666667
16,1,3,18,0.7166666666666667
16,1,3,21,0.8666666666666666
16,1,3,24,0.9083333333333332
16,1,3,27,0.925
16,1,3,30,0.925
16,1,3,30,0.925
17,1,1,3,0.5833333333333333
17,1,1,4,0.6083333333333333
17,1,1,5,0.6833333333333333
17,1,1,7,0.6833333333333333
17,1,1,8,0.75
17,1,1,9,0.7166666666666667
17,1,1,11,0.7833333333333334
17,1,1,12,0.775
17,1,1,13,0.8
17,1,1,14,0.7916666666666667
17,1,1,16,0.7833333333333333
17,1,1,18,0.75
17,1,1,20,0.7333333333333334
17,1,1,22,0.75
17,1,1,29,0.875
17,1,1,30,0.875
17,1,2,3,0.65
17,1,2,6,0.6333333333333333
17,1,2,9,0.7166666666666666
17,1,2,12,0.725
17,1,2,15,0.8083333333333333
17,1,2,18,0.8833333333333334
17,1,2,21,0.8833333333333334
17,1,2,24,0.875
17,1,2,27,0.875
17,1,2,30,0.875
17,1,2,30,0.875
17,1,3,3,0.6000000000000001
17,1,3,6,0.6833333333333333
17,1,3,9,0.7083333333333334
17,1,3,12,0.725
17,1,3,15,0.75
17,1,3,18,0.7833333333333333
17,1,3,21,0.8
17,1,3,24,0.7666666666666668
17,1,3,27,0.875
17,1,3,30,0.875
17,1,3,30,0.875
18,1,1,3,0.3833333333333333
18,1,1,4,0.2833333333333333
18,1,1,5,0.29166666666666663
18,1,1,7,0.2833333333333333
18,1,1,8,0.375
18,1,1,9,0.38333333333333336
18,1,1,11,0.4
18,1,1,12,0.41666666666666663
18,1,1,13,0.35
18,1,1,14,0.41666666666666663
18,1,1,16,0.39166666666666666
18,1,1,18,0.3916666666666666
18,1,1,20,0.3916666666666667
18,1,1,22,0.38333333333333336
18,1,1,29,0.33333333333333337
18,1,1,30,0.33333333333333337
18,1,2,3,0.3916666666666667
18,1,2,6,0.4083333333333334
18,1,2,9,0.3416666666666667
18,1,2,12,0.35000000000000003
18,1,2,15,0.32500000000000007
18,1,2,18,0.35
18,1,2,21,0.375
18,1,2,24,0.35
18,1,2,27,0.33333333333333337
18,1,2,30,0.33333333333333337
18,1,2,30,0.33333333333333337
18,1,3,3,0.30833333333333335
18,1,3,6,0.3083333333333333
18,1,3,9,0.45
18,1,3,12,0.4416666666666667
18,1,3,15,0.36666666666666664
18,1,3,18,0.3416666666666666
18,1,3,21,0.4166666666666667
18,1,3,24,0.35833333333333334
18,1,3,27,0.33333333333333337
18,1,3,30,0.33333333333333337
18,1,3,30,0.33333333333333337
19,1,1,3,0.8333333333333333
19,1,1,4,0.8416666666666668
19,1,1,5,0.8
19,1,1,7,0.9166666666666666
19,1,1,8,0.9249999999999998
19,1,1,9,0.9499999999999998
19,1,1,11,0.9249999999999998
19,1,1,12,0.9416666666666667
19,1,1,13,0.9166666666666666
19,1,1,14,0.925
19,1,1,16,0.9333333333333332
19,1,1,18,0.9333333333333332
19,1,1,20,0.9083333333333332
19,1,1,22,0.9249999999999998
19,1,1,29,0.9249999999999998
19,1,1,30,0.9249999999999998
19,1,2,3,0.5083333333333333
19,1,2,6,0.7250000000000001
19,1,2,9,0.8
19,1,2,12,0.8416666666666668
19,1,2,15,0.8333333333333334
19,1,2,18,0.9249999999999998
19,1,2,21,0.9166666666666666
19,1,2,24,0.9083333333333332
19,1,2,27,0.9083333333333334
19,1,2,30,0.9249999999999998
19,1,2,30,0.9249999999999998
19,1,3,3,0.65
19,1,3,6,0.875
19,1,3,9,0.8916666666666666
19,1,3,12,0.9083333333333332
19,1,3,15,0.875
19,1,3,18,0.8833333333333332
19,1,3,21,0.9416666666666667
19,1,3,24,0.9416666666666667
19,1,3,27,0.9083333333333334
19,1,3,30,0.9249999999999998
19,1,3,30,0.9249999999999998
20,1,1,3,0.39166666666666666
20,1,1,4,0.4916666666666667
20,1,1,5,0.575
20,1,1,7,0.55
20,1,1,8,0.4833333333333332
20,1,1,9,0.5166666666666667
20,1,1,11,0.4833333333333333
20,1,1,12,0.5416666666666667
20,1,1,13,0.5000000000000001
20,1,1,14,0.5583333333333333
20,1,1,16,0.6166666666666666
20,1,1,18,0.6499999999999999
20,1,1,20,0.6166666666666667
20,1,1,22,0.625
20,1,1,29,0.575
20,1,1,30,0.575
20,1,2,3,0.3416666666666667
20,1,2,6,0.45
20,1,2,9,0.4833333333333333
20,1,2,12,0.5416666666666666
20,1,2,15,0.5166666666666666
20,1,2,18,0.4833333333333333
20,1,2,21,0.6416666666666666
20,1,2,24,0.6333333333333332
20,1,2,27,0.575
20,1,2,30,0.575
20,1,2,30,0.575
20,1,3,3,0.5250000000000001
20,1,3,6,0.4916666666666667
20,1,3,9,0.4916666666666668
20,1,3,12,0.45
20,1,3,15,0.5666666666666667
20,1,3,18,0.55
20,1,3,21,0.55
20,1,3,24,0.5916666666666667
20,1,3,27,0.575
20,1,3,30,0.575
20,1,3,30,0.575
21,1,1,3,0.4166666666666667
21,1,1,4,0.38333333333333336
21,1,1,5,0.4083333333333333
21,1,1,7,0.4333333333333333
21,1,1,8,0.4416666666666667
21,1,1,9,0.4999999999999999
21,1,1,11,0.4999999999999999
21,1,1,12,0.45
21,1,1,13,0.4583333333333333
21,1,1,14,0.4083333333333334
21,1,1,16,0.4416666666666666
21,1,1,18,0.4333333333333333
21,1,1,20,0.4833333333333334
21,1,1,22,0.4583333333333333
21,1,1,29,0.525
21,1,1,30,0.525
21,1,2,3,0.4
21,1,2,6,0.39166666666666666
21,1,2,9,0.3833333333333333
21,1,2,12,0.4333333333333334
21,1,2,15,0.4583333333333333
21,1,2,18,0.5333333333333333
21,1,2,21,0.4833333333333333
21,1,2,24,0.5166666666666666
21,1,2,27,0.525
21,1,2,30,0.525
21,1,2,30,0.525
21,1,3,3,0.4083333333333333
21,1,3,6,0.3666666666666667
21,1,3,9,0.3916666666666667
21,1,3,12,0.4083333333333334
21,1,3,15,0.4916666666666666
21,1,3,18,0.5666666666666667
21,1,3,21,0.4583333333333333
21,1,3,24,0.5083333333333334
21,1,3,27,0.525
21,1,3,30,0.525
21,1,3,30,0.525
22,1,1,3,0.5833333333333334
22,1,1,4,0.5916666666666667
22,1,1,5,0.5583333333333333
22,1,1,7,0.5000000000000001
22,1,1,8,0.525
22,1,1,9,0.5083333333333333
22,1,1,11,0.525
22,1,1,12,0.4916666666666666
22,1,1,13,0.5833333333333333
22,1,1,14,0.5666666666666667
22,1,1,16,0.55
22,1,1,18,0.5666666666666667
22,1,1,20,0.4833333333333334
22,1,1,22,0.5083333333333333
22,1,1,29,0.6
22,1,1,30,0.6
22,1,2,3,0.55
22,1,2,6,0.4916666666666667
22,1,2,9,0.5083333333333333
22,1,2,12,0.55
22,1,2,15,0.5583333333333333
22,1,2,18,0.5333333333333334
22,1,2,21,0.5666666666666667
22,1,2,24,0.6000000000000001
22,1,2,27,0.6
22,1,2,30,0.6
22,1,2,30,0.6
22,1,3,3,0.45833333333333337
22,1,3,6,0.4833333333333334
22,1,3,9,0.5416666666666666
22,1,3,12,0.45000000000000007
22,1,3,15,0.5333333333333333
22,1,3,18,0.4999999999999999
22,1,3,21,0.575
22,1,3,24,0.5999999999999999
22,1,3,27,0.6
22,1,3,30,0.6
22,1,3,30,0.6
23,1,1,3,0.37499999999999994
23,1,1,4,0.4833333333333333
23,1,1,5,0.5333333333333334
23,1,1,7,0.5916666666666666
23,1,1,8,0.475
23,1,1,9,0.55
23,1,1,11,0.55
23,1,1,12,0.5666666666666667
23,1,1,13,0.5666666666666667
23,1,1,14,0.6333333333333334
23,1,1,16,0.6416666666666667
23,1,1,18,0.5833333333333333
23,1,1,20,0.5999999999999999
23,1,1,22,0.5833333333333333
23,1,1,29,0.6583333333333333
23,1,1,30,0.6583333333333333
23,1,2,3,0.375
23,1,2,6,0.575
23,1,2,9,0.5916666666666667
23,1,2,12,0.6083333333333333
23,1,2,15,0.6916666666666668
23,1,2,18,0.6333333333333333
23,1,2,21,0.6166666666666666
23,1,2,24,0.6249999999999999
23,1,2,27,0.6583333333333333
23,1,2,30,0.6583333333333333
23,1,2,30,0.6583333333333333
23,1,3,3,0.4916666666666667
23,1,3,6,0.5750000000000001
23,1,3,9,0.5750000000000001
23,1,3,12,0.625
23,1,3,15,0.6000000000000001
23,1,3,18,0.575
23,1,3,21,0.55
23,1,3,24,0.5916666666666666
23,1,3,27,0.6583333333333333
23,1,3,30,0.6583333333333333
23,1,3,30,0.6583333333333333
24,1,1,3,0.6916666666666667
24,1,1,4,0.6250000000000001
24,1,1,5,0.65
24,1,1,7,0.5666666666666667
24,1,1,8,0.5833333333333333
24,1,1,9,0.6250000000000001
24,1,1,11,0.6583333333333332
24,1,1,12,0.6583333333333334
24,1,1,13,0.7000000000000001
24,1,1,14,0.675
24,1,1,16,0.675
24,1,1,18,0.6583333333333333
24,1,1,20,0.6166666666666668
24,1,1,22,0.5916666666666666
24,1,1,29,0.575
24,1,1,30,0.575
24,1,2,3,0.5666666666666667
24,1,2,6,0.6083333333333334
24,1,2,9,0.6666666666666666
24,1,2,12,0.6666666666666666
